"severity","message","location","rule"
"info","Angle brackets will be interpreted as HTML","lib\utils\firestore_encryption.dart:13:54","unintended_html_in_doc_comment"
"warning","The value of the local variable 'loc' isn't used","lib\utils\localization_extensions.dart:32:11","unused_local_variable"
"warning","The value of the local variable 'loc' isn't used","lib\utils\localization_extensions.dart:40:11","unused_local_variable"
"warning","The value of the local variable 'loc' isn't used","lib\utils\localization_extensions.dart:47:11","unused_local_variable"
"warning","The value of the local variable 'timer' isn't used","lib\utils\performance_utils.dart:20:12","unused_local_variable"
"info","Use the null-aware operator '?.' rather than an explicit 'null' comparison","lib\utils\performance_utils.dart:56:19","prefer_null_aware_operators"
"info","Use the null-aware operator '?.' rather than an explicit 'null' comparison","lib\utils\performance_utils.dart:57:20","prefer_null_aware_operators"
"info","Dangling library doc comment","lib\utils\validators.dart:1:1","dangling_library_doc_comments"
"warning","The value of the field '_phoneRegex' isn't used","lib\utils\validators.dart:13:23","unused_field"
"warning","The value of the field '_turkishPhoneRegex' isn't used","lib\utils\validators.dart:18:23","unused_field"
"info","Parameter 'key' could be a super parameter","lib\widgets\app_drawer.dart:21:9","use_super_parameters"
"warning","The value of the local variable 'loc' isn't used","lib\widgets\empty_state.dart:30:11","unused_local_variable"
"info","The 'child' argument should be last in widget constructor invocations","lib\widgets\ui_enhancements.dart:157:7","sort_child_properties_last"
"warning","Unused import: 'app_drawer.dart'","lib\widgets\unified_app_bar.dart:5:8","unused_import"
"warning","The left operand can't be null, so the right operand is never executed","lib\widgets\unified_app_bar.dart:63:47","dead_null_aware_expression"
"info","Angle brackets will be interpreted as HTML","tool\migrate_to_firestore.dart:9:73","unintended_html_in_doc_comment"
"info","Use interpolation to compose strings and values","tool\validate_localization.dart:239:10","prefer_interpolation_to_compose_strings"
